comentario,etiquetado_humano,categoria
es que la gente por que no entiende que es mas importante que se vea bonito a que funcione bien,,infraestructura
cómo me imagino que paso x señor hay filtraciones y goteras no cree que es mejor arreglar eso x no quiero que pongas mis candelabros que tenga esas vibes de la realeza,,infraestructura
las calles con pinches coladeras destapadas baches y hoyos por,,infraestructura
lo que pasa es que amlo no estaba seguro de que ganaría las elecciones del 2024 y obvio no iba a hacer algo que otros gobiernos iba a terminar cuando gano claudia ahora si se pusieron a hacer las cosas se le llama mezquindad,,infraestructura
no hay medicina en los hospitales pero esto es importante,,infraestructura
se quejan pero no cuidan las cosas,,infraestructura
si se hubiera remodelado hace un par de años ya lo hubieran destruido,,infraestructura
me da risa es parte de la atracción,,infraestructura
arruinaron la línea azul,,infraestructura
servirán para el crujin,,infraestructura
así como los elevadores del metro metrobus inservibles que solo están arreglando por el mundial,,infraestructura
lo que tú no entiendes es que son las famosísimas grutas del antiguo d f,,infraestructura
wey que bueno que van a notar baños luego me ando cagando y no encuentro algo rápido,,infraestructura
pues no creo que los que vengan a ver el mundial entren alos baños,,infraestructura
yo esperando el metro jajajjaa la goteras me da risa,,infraestructura
de los trenes ni hablamos,,infraestructura
me da risa,,infraestructura
cómo siempre obras de 4ta,,infraestructura
no lo hicieron antes porque sabiendo como somos los mexicanos no iba a durar ni el año,,infraestructura
awebo otro lugar para embarrar todo gracias méxico,,infraestructura
los partidos de fútbol del mundial se van a jugar en los estadios no en el metro,,infraestructura
los nuevos hoteles económicos,,infraestructura
también gente quiere que le hagamos todo el pueblo también es el reflejo del gobierno,,infraestructura
todos esperando,,infraestructura
con que presupuesto de mugre le van a dar mantenimiento electricidad de donde quien va a pagar eso todos van a baños publicos sin costo,,infraestructura
fui a mi centro de salud zona amecameca y no hay medicamentos desde hace un mes pero qué tal esto,,infraestructura
me da risa me encanta pura pantalla mundialista,,infraestructura
van a ser todo menos baños me da risa,,infraestructura
la línea uno trenes nuevos tren ligero nuevo trolebuses nuevos camiones nuevos el metro a un te cuesta 5 pesos y te quejas jijijiji,,infraestructura
me da risa pues como siempre no más nos dan atole con el dedo y así varias estaciones con fugas de agua,,infraestructura
no era necesario hacer tanto desmadre para 5 partidos moleros que va ver en el 86 en neza hubo 3 partidos del mundial y las calles aledaña al estadio no tenía ni pavimento solo la principal,,infraestructura
pues no lo uses con tus 5 00 vete en uber,,infraestructura
en lugar de baños alumbrado baches,,infraestructura
y si mejor se cancela el mundial por el brote de el ébola méxico no está preparado para algo así y la presidenta lo está minimizando,,infraestructura
ya hicieron el mega gasto cuiden las cosas,,infraestructura
hay esos baños desde hace años en paris por ejemplo,,infraestructura
eso no estaba en el presupuesto jijijijjii,,infraestructura
yo creo que yá quieren subir el metro pará pagar esos lujos,,infraestructura
hay presencia de humedad en esa área y es precisamente porque la cdmx se está hundiendo sé que no lo van a comprender lo más simple es decirles que eso no se va a ir,,infraestructura
ni mundial debería de a ver así como está la situación de las enfermedades que se están propagando,,infraestructura
que la gente los cuide,,infraestructura
es que es parte de la decoración,,infraestructura
a mi si me gustaría pero en puntos estratégicos donde no allá baños porque por ejemplo en el trole elevado haria falta y deberían de poner varias no sólo en donde será el mundial,,infraestructura
dejemos que pongan todo lo que quieran pero cuando empiece el mundial a sabotear todo,,infraestructura
9 años,,infraestructura
todo nos molesta pero pues a las personas que circulan por ahí pues van a favorecer y lo del mantenimiento no se necesitaría si uno como persona lo ocupa de forma correcta esto no es culpa del gobierno,4.0,infraestructura
mira nada mas así deverian de poner botes de basura x todos lados,,infraestructura
lo bueno que ya le dieron mantenimiento,,infraestructura
el problema no es el gobierno el problema es la gente,,infraestructura
hayyy no,,infraestructura
clara brugada eso va ser un hotel seguridad es lo que necesitamos no ese hotel de paso,,infraestructura
siempre buscando el pelo en la sopa,,infraestructura
es pues la cuarta,,infraestructura
la bronca no son los baños la bronca es que la gente no sabe cuidar y ps la verdad por eso no podemos tener cosas bonitas,,infraestructura
gasto innecesario,,infraestructura
pero qué tal acá por el estado de méxico en cada lluvia parece río,,infraestructura
zona de crujin jsjs,,infraestructura
menos de un año les doy,,infraestructura
es parte de las fuentes de cibeles en el metro hidalgo no se saquen de onda,,infraestructura
y las escaleras eléctricas ama,,infraestructura
puras tonteras de este gobierno,,infraestructura
gobierno ridículo,,infraestructura
todo muy bonito pero los trenes de la fregada me da risa muy bueno,,infraestructura
para que nada más duren lo que va a durar el mundial y después se queden ahí abandonados,,infraestructura
ni van a tener agua,,infraestructura
y la remodelación que se hizo cuando peña nieto era presidente nadie las crítico por qué,,infraestructura
no les preocupa,,infraestructura
ya no te voy a contestar,,infraestructura
70 de los trenes están descompuestos,,infraestructura
claudia sheinbaum pardo no queremos mundial queremos nuestra salud,,infraestructura
we es que es como si pusieran un mantel elegante sobre una mesa ya para aventarla,,infraestructura
solamente arreglan por encimita cuando toda la estructura ya está a punto de colapsar,,infraestructura
no les digo cada vez estamos peor,,infraestructura
es solo para guardar las apariencias,,infraestructura
pero dice clarita que no es por el mundial,,infraestructura
cómo experta en la materia que sugiere usted ingeniera del tiktok,,infraestructura
ojalá y los tengan limpios,,infraestructura
para cuantos les gustan,,infraestructura
si falta menos de una semana,,infraestructura
podra ir hasta la mare en hora pico pero la decoración,,infraestructura
mejor gastar el dinero en los hospitales en medicamentos,,infraestructura
va a estar bn asqueroso,,infraestructura
la palabra pandemia te dice algo,,infraestructura
es de la antigüedad tenía que hacerce algo real,,infraestructura
es serio creí eran memes,,infraestructura
solo por el mundial no puede ser tierra dinero para que la fifa gane,,infraestructura
pongan uno por mi casa ya que la pared de mi casa es miadero seguro cuando hay carnaval,,infraestructura
porque nos tocó el gobierno más pen en serio,,infraestructura
de verían gastar en los hospitales y baños del mismo lugar,,infraestructura
también se gotean,,infraestructura
usa uber mija,,infraestructura
mejor que no haiga mundial no saben los riesgos de salud que puede ver más adelante nueva pandemia,,infraestructura
y dejenlos,,infraestructura
según yo antes de la remodelación no había goteras,,infraestructura
sin comentarios señores esto es méxico,,infraestructura
exacto las goteras l humedad las escaleras eléctricas que no sirven para eso hubieran usado el presupuesto no que puras cosas inservibles,,infraestructura
tu votaste por lo actual,,infraestructura
ahora resulta que ya todos son críticos y arquitectos,,infraestructura
y luego,,infraestructura
y para todos aquellos que defiende no es que nos quejemos de todosimplemente es darse cuenta de la realidady si no te gusta y te sientes feliz en tu carrodeberías prestar tu carro para que los demás lo usen,,infraestructura
está bien luego no hay donde entrar al baño,,infraestructura
saben como va a terminar eso,,infraestructura
mexico magico,,infraestructura
no pues para que lo empiezan 8 días antes yo digo que en esos días salgamos más para que sepan nuestra situación real,,infraestructura
ninngun chile les embona,,infraestructura
bye bye moteles,,infraestructura
te falto grabar a la gente,,infraestructura
sin papel y sin agua para que,,infraestructura
mejor que inviertan en medicamentos búsqueda de desaparecidos seguridad y escuelas ya es un cinismo el del gobierno,,infraestructura
eso es culpa de calderón,,infraestructura
y dicen que nada nos envona,,infraestructura
y el mantenimiento de los triste,,infraestructura
creen que colocando una lámpara tipo farol en una pared ya es una remodelación me da risa,,infraestructura
de todo se quejan como si el prian hubiese hecho algo de mantenimiento a las líneas del metro hasta lo que no comen les hace daño,,infraestructura
pero solo arreglaron los ventiladores de la línea azul pero que hay de los ventiladores de las otras lineas bien gracias,,infraestructura
lo van a desvalijar el primer día,,infraestructura
mejor que den más material y medicamentos a los hospitales,,infraestructura
si los gobiernos realmente hicieran buen uso de nuestros impuestos este sería un metro digno para el mundial y no esas ridículeses,,infraestructura
a mi me dio mucha risa ver los candelabros de hidalgo me da risa,,infraestructura
de verdad nada nada nada les embona,,infraestructura
more y sus cosas,,infraestructura
si no arreglan las calles los metros van a estar dando de limpieza los baños,,infraestructura
que no lo vea el arqui,,infraestructura
todo ese gasto debería haber servido para darle mantenimiento a las vías férreas del metro,,infraestructura
si ridículo el gobierno el circo mejor pagado del mundo,,infraestructura
hacen falta insumos médicos en los hospitales y solo por la visita de turistas están haciendo mejoras en la ciudad,,infraestructura
esas filtraciones es por el trafico diario de la ciudad lo único que hicieron fue remodelarlos acabados tu narrativa fuera de contexto,,infraestructura
ustedes enserio creen que si lo hubieran arreglado antes aun estaría en buenas condiciones que no lo van a pintar pegarle cosas y de más la gente no sabe cuidar y respetar lo poquito o mucho que hacen ya hay puentes que grafitiaron y estaban recién pintados las paredes de los edificios los mismos anuncios y hasta las luminarias,,infraestructura
solo tenían que pulir el mármol y arreglar las fisuras que entraban en las lluvias y lo más importante comprar nuevos trenes eso era todo,,infraestructura
dicen que uno abandona el barrio pero el barrio jamás te abandona,,infraestructura
no hay prioridades solo maquillando para que se vea bonito pero de fondo o no sirve o se está cayendo ejemplo mega farmacia tren maya aeropuerto y podemos seguirle,,infraestructura
