comentario,categoria,etiqueta_estimada,etiqueta_real,confianza
salgo del metro puebla y no esta puebla dia 8 pidiendo este,infraestructura,1,,0.793423056602478
un mega desmadre,infraestructura,1,,0.7897370457649231
creo que no se puede impermeabilizar la calle o si alguien puede decir que se puede hacer con su infinita inteligencia,infraestructura,1,,0.5547589659690857
como que hacen eso para molestar a ciudadanos,infraestructura,1,,0.8163207769393921
de q hay personas q nada les va,infraestructura,3,,0.5243772268295288
ahí uno en revolución,infraestructura,3,,0.499557763338089
deberian llamarle estacion fuentes brotantes,infraestructura,2,,0.48250988125801086
yo le doy 1 mes que van a durar,infraestructura,3,,0.5959006547927856
todos con teléfono iphone en paguitos y recargas de 100,infraestructura,3,,0.42715349793434143
yo no sé para madres arreglaron tantas estaciones y solo en lo visual xq lo verdadero importante q son las grietas como estás o los trenes,infraestructura,2,,0.4444322884082794
eso es lo que deberían de arreglar las filtraciones de agua entre otras cosas,infraestructura,2,,0.5283749103546143
a mi si me sirve si me ando cagando es entrandole jejeje,infraestructura,3,,0.4599473476409912
hecho en méxico,infraestructura,3,,0.404114305973053
es decoración para el día de muertos pues que no están chig y chig que con tiempo se hace todo jjj,infraestructura,4,,0.4106288254261017
se van a meter a dormir ahí los que viven en la calle por ahí,infraestructura,2,,0.5342689752578735
y el ébola ama centros de contagio seguro,infraestructura,1,,0.46105778217315674
nada les parece los baños públicos son útiles en todos lados a mí me ha pasado que tengo la urgencia de hacer mis necesidades como todo el mundo y no hay ni dónde ya ahí anda uno buscando una gasolinera o algún lugar en donde se pueda hacer sus necesidades y no hay ninguno,infraestructura,2,,0.5722224116325378
oooh todo quieren me da risa,infraestructura,2,,0.37899190187454224
muy bien lo que dijo la señora,infraestructura,5,,0.8330824375152588
qpkm tiene el gobierno habiendo tantas pinches necesidades en el país y gastan en esto,infraestructura,1,,0.7045304775238037
por que no arreglan las avenidas principales no que hay un buen de baches y la delincuencia cada dia esta peor,infraestructura,1,,0.6672698855400085
señores no han visto la regadera que puso para lavar los trenes,infraestructura,2,,0.49911874532699585
creo que el transporte demanda solución real en otros temas,infraestructura,3,,0.5302180647850037
el claro ejemplo de que ningun chile les embona,infraestructura,3,,0.39084678888320923
me da risa,infraestructura,3,,0.5177319049835205
y si en los centros de salud nos dan sillas dignas para trabajar y material,infraestructura,2,,0.47100868821144104
que ve vea 191,infraestructura,3,2.0,0.5223379731178284
pensé que lo de los candelabros era broma,infraestructura,3,,0.40695396065711975
exacto todas las estaciones están en muy malas condiciones esto son solo parches sus candelabros puro desperdicio de dinero,infraestructura,1,,0.8830838799476624
desde que pasas los torniquetes,infraestructura,2,,0.47750982642173767
el metro y la cuidad necesitan mantenimiento preventivo y correctivo no solo pintura el país necesita educación y todos necesitamos más cultura tamos bien mal todos y todo,infraestructura,2,,0.5257408022880554
lo primero era arreglar los problemas que tenia tuvieron 4 años para hacerlo,infraestructura,3,,0.3188529908657074
tranquila ahorita lo pintan de morado y le ponen un ajolote,infraestructura,2,,0.5857153534889221
telediariomx ya sabemos el destino de estos sanitarios públicos quedaran en el abandonó u operando en precarias e insalubres condiciones,infraestructura,1,,0.6724767684936523
tienen que aceptar que el problema no es solo el gobierno también la gente si el metro lo hubieran arreglado antes ya estaría todo pintado y maltratado,infraestructura,1,,0.7860243320465088
composturas del bienestar,infraestructura,3,,0.3491191565990448
claudia sheinbaum pardo partido morena,infraestructura,1,,0.4312894940376282
y si mejor le dan el presupuesto a las escuelas y hospitales,infraestructura,2,,0.4913756549358368
que bueno xq luego uno se handa c g nd y no hay dond tirarse el key,infraestructura,3,,0.543555736541748
dinero desperdiciado,infraestructura,1,1.0,0.9078320860862732
pues que bueno porque mi trabajo es en campo y luego no encuentro baños,infraestructura,3,,0.4236336648464203
o su restauración del metro auditorio y el resto de la línea horrorosa,infraestructura,1,,0.6925245523452759
una prueba mas de que es una porquería este gobierno,infraestructura,1,,0.9505016803741455
para que después huela horrible,infraestructura,1,2.0,0.5637120008468628
alch que bueno,infraestructura,3,,0.5440370440483093
que hartazgo con este gobierno,infraestructura,1,,0.9587733149528503
ya lo sabíamos wey ntp,infraestructura,3,,0.5638290643692017
es parte del arte y el surrealismo que tiene está obra,infraestructura,1,,0.7198517918586731
el aicm está igual no van a terminar,infraestructura,2,,0.5018735527992249
aquí aplica la de barrieron nomas por donde pasa la suegra jajajajjajaja,infraestructura,3,,0.5077028274536133
ay sí y en unos meses va costar me da risa,infraestructura,3,,0.5599880814552307
entonces si es muy parecido al titanic,infraestructura,3,,0.4910993278026581
camara contraten más especialistas en los hospitales,infraestructura,2,,0.5155261158943176
ya me imagino esos baños cerrados como los baños del metro bus teniendo que buscar a algún policía para que te pueda abrir,infraestructura,2,,0.5233302116394043
lo remodelo bis chungus,infraestructura,4,,0.3481409549713135
no sé no me convence es un estilo moderno clasico futurista mexicano ajolotes minimalista,infraestructura,1,,0.72831130027771
son fuentes hermosa es parte del estilo antiguo,infraestructura,5,,0.5661736130714417
ay que si ya te escuchamos,infraestructura,3,,0.628418505191803
la gente nada les gusta y todo critican,infraestructura,1,,0.8649402856826782
y pensar que para estas cosas me voy a dar de alta en el sat que coraje,infraestructura,2,,0.4686594605445862
lo que van a durar,infraestructura,3,,0.5450451374053955
sus candelabros de temu y su papel tapiz hoy en día por eso todos tenemos mármol en las paredes por qué nos cuesta 60 pesos el metro y viene en rollo de 10 metros lo malo que en el recibo van a poner candelabros forjados en italia y mármol traído de la minas de no sé total 500 millones,infraestructura,4,,0.5008211135864258
es un gasto innecesario para la capital apuesto que pasa el mundial y los van a cerrar y jamás van a estar en funcionamiento,infraestructura,1,1.0,0.8718618154525757
si we pero hay cosas más importantes que pintar metros para el mundial si no estuvieran arreglando también se quejarían jajajaj,infraestructura,3,,0.5035606622695923
apenas le tocó a mi niño en pediatría y no había camas solo casos graves les asignaron los demás en sillas estaban canalizados en batita cansados de madrugada que difícil situación del país deberían invertir esos temas ya que todos los mexicanos aportamos para eso,infraestructura,2,,0.5582045316696167
solo si te fijas michojajajajaja,infraestructura,3,,0.5133938193321228
si los baños del metro siempre están cerrados,infraestructura,3,,0.4798569679260254
o es una o es otra cosa para las dos no alcanza,infraestructura,2,,0.5094399452209473
es la transformación de 4ta,infraestructura,3,,0.30508852005004883
jajajajajajq no mmen,infraestructura,3,,0.4837366044521332
y se sigue parando el metro a veces v,infraestructura,2,,0.5096907615661621
muchas falta de mantenimiento para que los candelabros,infraestructura,2,,0.6245662569999695
sin palabras,infraestructura,3,,0.37982574105262756
y cuánto costó la suavicrema ósea el monumento a la corrupción y para que sirve,infraestructura,1,,0.9325439929962158
y de hecho si llega a ganar en el siguiente pri o pan estará igual no cambiará nada eso es un hecho el metro está igual de siempre entonces cuál es la sorpresa aúna si todos mienten más bien ustedes que creen,infraestructura,3,,0.4609682559967041
que absurdo,infraestructura,1,,0.9458189010620117
y si mejor empieza por los baches que hay en toda la ciudad y las calles tan en mal estado,infraestructura,2,,0.6815987825393677
termina mal,infraestructura,1,,0.4856543242931366
yo no entiendo por qué subes esto es obvio que lo van a arreglar ni modo que se quede así,infraestructura,2,,0.4787660241127014
es que a presión sale todo mejor,infraestructura,3,,0.49763309955596924
por años mme y mme que pusieran baños públicos y ahora que los ponen siguen mmdo,infraestructura,2,,0.4470824897289276
se pasan todo horrible,infraestructura,1,,0.7846553921699524
él hazme reír para el mundo entero,infraestructura,2,,0.5317590832710266
me da risa la tubería el reloj y el letrero entre otros me da risa,infraestructura,3,,0.4463459551334381
es que es como el titanic ya se está hundiendo,infraestructura,2,,0.4514796733856201
estuvo súper bien me agrada la idea,infraestructura,5,,0.4940907061100006
en eso gastan los impuestos,infraestructura,2,,0.5570157766342163
es parte bro es una mezcla de arte antiguo con arte moderno aestetic,infraestructura,3,,0.5111792087554932
lo malo es q la gente no cuida las cosas,infraestructura,1,,0.6425737142562866
pero ya esa estación es te etiqueta,infraestructura,3,,0.4398876428604126
muchos faroles y candelabros y las goteras que,infraestructura,2,,0.5541109442710876
ptm nada pueden hacer bien la 4t,infraestructura,1,,0.530727207660675
el que busca que hacer siempre va a encontrar y sobre todo cuando se descuido el metro pero con el cuidado que le demos estaremos más que satisfechos,infraestructura,4,,0.6181256175041199
que buena observación entonces que cierre el metro el tiempo necesario para que arreglen todo y los usuarios empiecen a pagar sus taxis,infraestructura,2,,0.5005154609680176
exacto y lo que deberían de arreglar no lo arreglan,infraestructura,2,,0.3874160647392273
así decíamos del azteca,infraestructura,3,,0.6131969094276428
pena ajena este gobierno en verdad,infraestructura,1,,0.6065009236335754
mejor pongan botes de basura,infraestructura,2,,0.6234019994735718
no puede ser que terrible un metro con 70 años le encontraron humedad devuelvan todo a como estaba,infraestructura,1,,0.6120074987411499
y los medicamentos en insumos en los hospitales para cuando,infraestructura,2,2.0,0.6303062438964844
súper bien por que se ocupan luego te andan multando por orinar pero tampoco no hay baños cercanos,infraestructura,4,,0.685731053352356
eso tiene años nadie ha hecho nada para reparar las filtraciones,infraestructura,2,,0.4497314691543579
méxico no está preparado para ese tipo de infraestructura,infraestructura,1,,0.854614794254303
no bro es que ahora estamos hablando de fútbol,infraestructura,3,,0.4182170629501343
es que la gente por que no entiende que es mas importante que se vea bonito a que funcione bien,infraestructura,3,,0.46329692006111145
cómo me imagino que paso x señor hay filtraciones y goteras no cree que es mejor arreglar eso x no quiero que pongas mis candelabros que tenga esas vibes de la realeza,infraestructura,2,,0.409712016582489
las calles con pinches coladeras destapadas baches y hoyos por,infraestructura,2,,0.6752122044563293
lo que pasa es que amlo no estaba seguro de que ganaría las elecciones del 2024 y obvio no iba a hacer algo que otros gobiernos iba a terminar cuando gano claudia ahora si se pusieron a hacer las cosas se le llama mezquindad,infraestructura,2,,0.3817558288574219
no hay medicina en los hospitales pero esto es importante,infraestructura,4,,0.36557257175445557
se quejan pero no cuidan las cosas,infraestructura,2,,0.6000779271125793
si se hubiera remodelado hace un par de años ya lo hubieran destruido,infraestructura,2,,0.49565887451171875
me da risa es parte de la atracción,infraestructura,2,,0.4543260931968689
arruinaron la línea azul,infraestructura,1,,0.495295912027359
servirán para el crujin,infraestructura,3,,0.4874023497104645
así como los elevadores del metro metrobus inservibles que solo están arreglando por el mundial,infraestructura,2,,0.6006860136985779
lo que tú no entiendes es que son las famosísimas grutas del antiguo d f,infraestructura,2,,0.39225688576698303
wey que bueno que van a notar baños luego me ando cagando y no encuentro algo rápido,infraestructura,2,,0.4430924355983734
pues no creo que los que vengan a ver el mundial entren alos baños,infraestructura,3,,0.3988810181617737
yo esperando el metro jajajjaa la goteras me da risa,infraestructura,2,,0.44025918841362
de los trenes ni hablamos,infraestructura,2,,0.4182621240615845
me da risa,infraestructura,3,,0.5177317261695862
cómo siempre obras de 4ta,infraestructura,5,,0.6025062799453735
no lo hicieron antes porque sabiendo como somos los mexicanos no iba a durar ni el año,infraestructura,1,,0.40660762786865234
